participant,model_type,n_trials,choice_rate,reward_rate,win_stay,win_shift,lose_stay,lose_shift,choice_perseveration,switch_rate
1d7c0db,lstm,1416,0.5169491525423728,0.11016949152542373,0.6987179487179487,0.30128205128205127,0.7005559968228753,0.2994440031771247,0.7003533568904594,0.29964664310954064
205d5a4,lstm,1448,0.39917127071823205,0.09944751381215469,0.6319444444444444,0.3680555555555556,0.6738296239447429,0.3261703760552571,0.6696613683483068,0.33033863165169314
20b78f0a,lstm,1598,0.5012515644555695,0.10387984981226533,0.7048192771084337,0.29518072289156627,0.7945492662473794,0.20545073375262055,0.7852222917971196,0.2147777082028804
21f983df,lstm,1159,0.4098360655737705,0.0992234685073339,0.6260869565217392,0.3739130434782609,0.6874400767018217,0.31255992329817833,0.6813471502590673,0.31865284974093266
222b96a0,lstm,1951,0.5007688364941056,0.12506406970784215,0.7622950819672131,0.23770491803278687,0.7942555685814772,0.20574443141852286,0.7902564102564102,0.20974358974358975
23659a75,lstm,403,0.5136476426799007,0.10173697270471464,0.6829268292682927,0.3170731707317073,0.817174515235457,0.18282548476454294,0.8034825870646766,0.19651741293532338
24c1b08b,lstm,1148,0.44337979094076657,0.10627177700348432,0.7459016393442623,0.2540983606557377,0.7326829268292683,0.2673170731707317,0.7340889276373147,0.26591107236268524
258fbc5e,lstm,1243,0.49798873692679,0.09493161705551086,0.6271186440677966,0.3728813559322034,0.7375444839857651,0.2624555160142349,0.7270531400966184,0.27294685990338163
265da921,lstm,1511,0.46525479814692255,0.10721376571806751,0.7098765432098766,0.29012345679012347,0.8071216617210683,0.19287833827893175,0.7966887417218543,0.2033112582781457
2713a5f4,lstm,1659,0.37130801687763715,0.10066305003013863,0.6467065868263473,0.3532934131736527,0.7357478202548625,0.2642521797451375,0.726779252110977,0.2732207478890229
2c2dcf89,lstm,1132,0.5653710247349824,0.09982332155477032,0.6371681415929203,0.36283185840707965,0.7131630648330058,0.2868369351669941,0.7055702917771883,0.29442970822281167
2d63c35c,lstm,1051,0.4462416745956232,0.1027592768791627,0.7592592592592593,0.24074074074074073,0.8227176220806794,0.17728237791932058,0.8161904761904762,0.1838095238095238
2eb1d623,lstm,576,0.515625,0.09722222222222222,0.6727272727272727,0.32727272727272727,0.7615384615384615,0.23846153846153847,0.7530434782608696,0.24695652173913044
2fffdaf6,lstm,1337,0.4181002243829469,0.11293941660433807,0.8211920529801324,0.17880794701986755,0.8261603375527427,0.17383966244725738,0.8255988023952096,0.17440119760479042
34bd971,lstm,929,0.45855758880516684,0.11517761033369214,0.7570093457943925,0.24299065420560748,0.6613885505481121,0.3386114494518879,0.6724137931034483,0.3275862068965517
40c54a06,lstm,1139,0.43985952589991223,0.10711150131694469,0.6147540983606558,0.38524590163934425,0.6968503937007874,0.3031496062992126,0.68804920913884,0.31195079086115995
418b46d3,lstm,1267,0.39779005524861877,0.12312549329123915,0.7307692307692307,0.2692307692307692,0.7711711711711712,0.22882882882882882,0.7661927330173776,0.23380726698262244
425953ac,lstm,1243,0.41834271922767496,0.10217216411906678,0.6929133858267716,0.30708661417322836,0.6269058295964126,0.37309417040358744,0.6336553945249598,0.3663446054750403
43175f79,lstm,1358,0.47496318114874814,0.11929307805596466,0.7901234567901234,0.20987654320987653,0.8284518828451883,0.17154811715481172,0.823876197494473,0.1761238025055269
44b37587,lstm,1788,0.3864653243847875,0.0883668903803132,0.6772151898734177,0.3227848101265823,0.8213627992633518,0.17863720073664824,0.808617795187465,0.19138220481253498
45fd7952,lstm,1615,0.4297213622291022,0.12074303405572756,0.7538461538461538,0.24615384615384617,0.7533474277660324,0.24665257223396758,0.7534076827757125,0.24659231722428748
462f6c2d,lstm,1297,0.5080956052428681,0.10254433307632999,0.7894736842105263,0.21052631578947367,0.8151332760103182,0.18486672398968185,0.8125,0.1875
476160f8,lstm,1513,0.3522802379378718,0.12425644415069398,0.7606382978723404,0.2393617021276596,0.7998489425981873,0.2001510574018127,0.794973544973545,0.20502645502645503
48293504,lstm,810,0.5777777777777777,0.10987654320987654,0.7752808988764045,0.2247191011235955,0.8833333333333333,0.11666666666666667,0.8714462299134734,0.12855377008652658
496739d1,lstm,1098,0.45719489981785066,0.09836065573770492,0.7685185185185185,0.23148148148148148,0.8190091001011123,0.18099089989888775,0.8140382862351869,0.18596171376481313
4ab52cae,lstm,748,0.5320855614973262,0.11096256684491979,0.7108433734939759,0.2891566265060241,0.8162650602409639,0.18373493975903615,0.8045515394912985,0.19544846050870146
4bfb207b,lstm,1198,0.38814691151919867,0.10517529215358931,0.7380952380952381,0.2619047619047619,0.84593837535014,0.15406162464985995,0.8345864661654135,0.16541353383458646
4eff38f,lstm,1586,0.5081967213114754,0.11664564943253468,0.8108108108108109,0.1891891891891892,0.8564285714285714,0.14357142857142857,0.8511041009463722,0.14889589905362777
4f8d1ffa,lstm,1192,0.5,0.08808724832214765,0.6571428571428571,0.34285714285714286,0.6850828729281768,0.3149171270718232,0.6826196473551638,0.31738035264483627
