participant,model_type,n_trials,choice_rate,reward_rate,win_stay,win_shift,lose_stay,lose_shift,choice_perseveration,switch_rate
1d7c0db,spice2,1416,0.528954802259887,0.09533898305084745,0.6962962962962963,0.3037037037037037,0.75703125,0.24296875,0.7512367491166078,0.24876325088339224
205d5a4,spice2,1448,0.5103591160220995,0.08287292817679558,0.6916666666666667,0.30833333333333335,0.7498116051243406,0.25018839487565936,0.7449896337249482,0.25501036627505186
20b78f0a,spice2,1598,0.5387984981226533,0.10200250312891114,0.6748466257668712,0.32515337423312884,0.7468619246861925,0.25313807531380755,0.7395115842204133,0.2604884157795867
21f983df,spice2,1159,0.4883520276100086,0.10181190681622088,0.7711864406779662,0.2288135593220339,0.7355769230769231,0.2644230769230769,0.7392055267702936,0.2607944732297064
222b96a0,spice2,1951,0.5156330087134803,0.1096873398257304,0.7897196261682243,0.2102803738317757,0.7580645161290323,0.24193548387096775,0.7615384615384615,0.23846153846153847
23659a75,spice2,403,0.5186104218362283,0.09925558312655088,0.725,0.275,0.7624309392265194,0.23756906077348067,0.7587064676616916,0.24129353233830847
24c1b08b,spice2,1148,0.44686411149825783,0.10017421602787456,0.7652173913043478,0.23478260869565218,0.7684108527131783,0.2315891472868217,0.7680906713164778,0.23190932868352224
258fbc5e,spice2,1243,0.46259050683829445,0.08930008045052293,0.7027027027027027,0.2972972972972973,0.7409372236958444,0.25906277630415564,0.7375201288244766,0.26247987117552335
265da921,spice2,1511,0.5089344804765056,0.10059563203176704,0.631578947368421,0.3684210526315789,0.7459499263622975,0.2540500736377025,0.7344370860927152,0.26556291390728476
2713a5f4,spice2,1659,0.5099457504520796,0.09825195901145269,0.7239263803680982,0.27607361963190186,0.7632107023411371,0.23678929765886286,0.7593486127864898,0.24065138721351026
2c2dcf89,spice2,1132,0.5185512367491166,0.09717314487632508,0.7090909090909091,0.2909090909090909,0.7600391772771793,0.23996082272282077,0.7550839964633068,0.24491600353669318
2d63c35c,spice2,1051,0.49191246431969554,0.0960989533777355,0.7524752475247525,0.24752475247524752,0.7723919915700738,0.22760800842992623,0.7704761904761904,0.22952380952380952
2eb1d623,spice2,576,0.5069444444444444,0.10243055555555555,0.7068965517241379,0.29310344827586204,0.7350096711798839,0.26499032882011603,0.7321739130434782,0.2678260869565217
2fffdaf6,spice2,1337,0.5003739715781601,0.09424083769633508,0.8095238095238095,0.19047619047619047,0.7818181818181819,0.21818181818181817,0.7844311377245509,0.2155688622754491
34bd971,spice2,929,0.55005382131324,0.09257265877287406,0.7906976744186046,0.20930232558139536,0.7838479809976246,0.2161520190023753,0.7844827586206896,0.21551724137931033
